id	index	title	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	genre
12556	2540	Psycho Killer - 2005 Remastered Version	0.721	0.521	2	-8.123	1	0.0612	0.0707	0.00552	0.127	0.938	123.118	indie_alt
12557	11112	Seven Hunters - Dam Mantle Mix	0.562	0.784	10	-9.453	0	0.0431	0.0279	0.405	0.144	0.678	110.981	jazz
12558	19420	Poeme in F-Sharp Major, Op. 32, No. 1: Andante cantabile - Remastered	0.261	0.0275	6	-28.488	1	0.0408	0.993	0.916	0.0956	0.0635	138.825	romance
12559	14727	Jonchaies	0.273	0.702	11	-12.429	0	0.281	0.626	0.884	0.18	0.0374	118.712	classical
12560	187	E.T. - feat. Kanye West	0.62	0.869	1	-5.252	1	0.175	0.0181	0	0.369	0.769	151.684	pop
12561	12016	Molly on the Shore	0.407	0.199	0	-21.61	1	0.0345	0.993	0.826	0.103	0.701	129.735	classical
12562	5565	Hasta Luego	0.759	0.517	11	-6.86	0	0.255	0.0368	0.0000412	0.108	0.307	140.061	hiphop
12563	20373	Someday (Electric)	0.581	0.333	0	-14.209	1	0.032	0.944	0.472	0.332	0.506	94.197	blues
12564	18303	Debate De 4	0.768	0.755	9	-4.331	0	0.0422	0.323	0	0.208	0.818	132.002	latin
12565	6594	19th Hour	0.561	0.335	1	-11.817	1	0.337	0.154	0.885	0.208	0.488	160.034	hiphop
12566	20745	Ten Long Years	0.678	0.551	1	-7.332	1	0.0261	0.266	0.00322	0.254	0.777	97.767	blues
12567	3921	Thank You (Falettinme Be Mice Elf Agin) - single master	0.899	0.77	9	-11.011	1	0.0602	0.368	0.000312	0.101	0.929	105.739	funk
12568	449	Uh Huh - Acoustic Version	0.692	0.232	6	-10.186	0	0.0351	0.875	0	0.114	0.269	118.111	pop
12569	19604	Joe le taxi	0.797	0.415	6	-14.712	1	0.0395	0.467	0.0000392	0.129	0.836	118.727	romance
12570	14078	Echorus	0.275	0.0191	0	-24.411	1	0.0482	0.949	0.326	0.125	0.037	119.764	classical
12571	7132	The Invisible Mechanism	0.492	0.945	4	-3.985	0	0.0837	0.00187	0.000024	0.116	0.23	95.02	metal
12572	2445	Among a Hundred Faces	0.493	0.824	2	-7.825	1	0.0369	0.00802	0.893	0.0897	0.0489	121.935	indie_alt
12573	3109	House Party	0.797	0.731	9	-6.852	1	0.038	0.265	0.00245	0.067	0.901	104.193	funk
12574	11131	Bucle	0.619	0.355	7	-11.85	0	0.0364	0.867	0.886	0.104	0.23	87.261	jazz
12575	7726	Looking Down the Barrel of Today	0.487	0.987	1	-4.71	1	0.0812	0.000651	0.0506	0.284	0.473	180.065	metal
12576	6101	XO	0.47	0.792	0	-8.932	1	0.26	0.171	0.00000128	0.313	0.219	170.085	hiphop
12577	9521	Achy Breaky Heart	0.795	0.582	9	-10.156	1	0.0306	0.0711	0	0.12	0.965	121.798	country
12578	18691	Fotografía - Duet With Juanes	0.592	0.703	7	-5.062	1	0.0483	0.273	0	0.155	0.623	85.157	romance
12579	13270	Harmonielehre: Part III Meister Eckhardt and Quackie	0.24	0.155	4	-19.721	0	0.0383	0.922	0.847	0.231	0.033	81.672	classical
12580	690	One Of Our Submarines - 2009 Remastered Version	0.666	0.501	1	-11.924	0	0.0289	0.0501	0.000384	0.0389	0.596	130.707	pop
12581	5215	Wake Up	0.559	0.44	11	-9.273	1	0.0312	0.593	0.00000381	0.402	0.48	72.015	rock
12582	8451	Sola Fide, Pt. 1	0.0913	0.962	2	-5.808	0	0.0632	0.00000418	0.226	0.588	0.0391	87.193	metal
12583	10386	Like Sonny - Alternate Take 5	0.47	0.278	8	-15.164	1	0.0558	0.716	0.00852	0.228	0.331	138.348	jazz
12584	4927	A-V8 Boogie	0.5	0.761	11	-4.824	0	0.095	0.792	0	0.0632	0.816	174.96	rock
12585	19456	Scenes historiques II, Op. 66: II. The Love Song	0.151	0.0215	6	-31.319	1	0.0496	0.977	0.917	0.0835	0.0326	136.79	romance
12586	5469	The Boys of Summer	0.251	0.954	6	-2.879	1	0.0691	0.000674	0.000132	0.0975	0.269	191.059	rock
12587	13804	Symphony No. 41 in C Major, K. 551 - “Jupiter”: Symphony No. 41 in C Major, K. 551 - “Jupiter”: IV. Molto Allegro	0.435	0.258	0	-16.744	1	0.0439	0.857	0.83	0.301	0.199	132.167	classical
12588	18465	Fanática Sensual	0.793	0.853	1	-3.655	1	0.0477	0.0937	0	0.085	0.898	164.022	latin
12589	18164	No Me Soltarás	0.394	0.787	11	-5.823	1	0.0285	0.0448	0	0.1	0.348	165.873	latin
12590	1292	Feels Alright (feat. Looks Fade)	0.687	0.807	5	-6.153	0	0.0521	0.121	0.0000545	0.195	0.553	103.003	indie_alt
12591	12820	Serenade, Opus 20: II	0.0862	0.0189	0	-30.708	1	0.0463	0.908	0.663	0.103	0.0367	168.363	classical
12592	19359	Inferiority complex (feat. Eunha)	0.761	0.796	9	-4.277	1	0.298	0.309	0	0.136	0.888	102.245	romance
12593	10735	Freddie Freeloader	0.638	0.278	8	-12.266	1	0.0334	0.657	0.000163	0.117	0.506	127.955	jazz
12594	10376	Harmonique	0.588	0.209	10	-15.536	1	0.042	0.734	0.000143	0.157	0.614	128.411	jazz
12595	20339	Further Up on the Road	0.73	0.195	9	-15.073	1	0.0553	0.858	0.0107	0.112	0.705	111.874	blues
12596	17993	A la par del amor	0.895	0.62	11	-6.968	1	0.303	0.155	0.00000325	0.0708	0.875	88.529	latin
12597	19825	Wonderwall	0.409	0.892	2	-4.373	1	0.0336	0.000807	0	0.207	0.651	174.426	romance
12598	11948	White Rice Dub	0.761	0.662	7	-10.303	1	0.112	0.0408	0.858	0.0872	0.476	137.332	reggae
12599	20386	Let The Good Times Roll	0.584	0.459	7	-8.678	1	0.288	0.669	0	0.0802	0.649	104.498	blues
12600	15881	Hella Nervous	0.594	0.876	10	-4.727	0	0.056	0.0942	0.00155	0.283	0.73	141.577	party
12601	15786	How 'Bout You	0.547	0.878	4	-7.19	1	0.0382	0.0105	0.0000191	0.353	0.773	120.044	party
12602	12203	Symphony No. 1, Op. 9: III. Andante tranquillo	0.0934	0.0452	6	-19.161	1	0.0424	0.877	0.921	0.103	0.0317	68.427	classical
12603	12499	Piano Concerto No. 3 in B Minor, Op. 89: II. Larghetto	0.25	0.0232	7	-28.487	1	0.0393	0.991	0.935	0.104	0.0372	69.433	classical
12604	6086	Protect Your Soul	0.653	0.85	2	-4.952	1	0.219	0.103	0	0.0416	0.483	87.954	hiphop
12605	5464	Tainted Love	0.629	0.946	8	-4.349	1	0.106	0.00118	0.00000183	0.282	0.505	142	rock
12606	17595	La Mentira	0.818	0.792	1	-3.972	1	0.0661	0.0323	0.000157	0.11	0.576	100.011	latin
12607	11392	Fall	0.928	0.675	5	-3.535	1	0.0566	0.379	0	0.0533	0.801	105.952	reggae
12608	12102	Symphony No. 2 in G ‘A London Symphony’: II. Lento	0.0934	0.0196	0	-25.099	1	0.043	0.958	0.794	0.138	0.0326	82.868	classical
12609	4137	Million Bucks	0.608	0.865	1	-3.961	0	0.0451	0.00602	0	0.127	0.546	100.026	rock
12610	16403	Volví a Nacer	0.588	0.812	5	-4.172	1	0.0429	0.0171	0	0.111	0.519	97.98	latin
12611	15459	Work It	0.884	0.677	1	-5.603	1	0.283	0.0778	0	0.0732	0.589	101.868	party
12612	17130	Perfecta	0.648	0.727	0	-5.45	1	0.0361	0.178	0	0.335	0.843	169.941	latin
12613	4140	She Said	0.418	0.945	7	-3.757	1	0.0683	0.0003	0	0.106	0.69	165.041	rock
12614	9310	Hicktown	0.697	0.878	6	-3.779	1	0.0351	0.00734	0.00000798	0.0971	0.791	121.543	country
12615	864	I'm Shakin'	0.586	0.782	11	-10.052	0	0.235	0.0142	0.00102	0.0673	0.75	80.753	pop
12616	13451	"End Credits - From ""Star Trek V: The Final Frontier"""	0.375	0.232	7	-19.096	1	0.0476	0.89	0.903	0.0738	0.128	135.292	classical
12617	16627	La Agarro Bajando	0.811	0.763	1	-6.861	1	0.0417	0.353	0.00000237	0.145	0.963	100.268	latin
12618	1946	Coffee	0.457	0.455	0	-8.112	1	0.188	0.348	0.00122	0.142	0.172	100.049	indie_alt
12619	10336	Giant Steps	0.439	0.491	0	-11.437	0	0.0463	0.549	0.00114	0.165	0.646	147.106	jazz
12620	4338	Man in the Box	0.346	0.765	8	-8.558	1	0.0413	0.00229	0.00000754	0.213	0.667	106.463	rock
12621	14166	Keyboard Sonatina No. 3 in F Major	0.525	0.209	0	-19.756	1	0.0512	0.876	0.928	0.105	0.654	127.176	classical
12622	3976	Can't Take My Eyes Off of You - Black Box Mix	0.719	0.547	10	-13.19	1	0.0362	0.0679	0.00000293	0.229	0.527	121.724	funk
12623	18642	Rearrange	0.687	0.429	10	-6.524	1	0.0344	0.298	0.00032	0.193	0.232	121.11	romance
12624	12898	Piano Sonata No. 13 in B-Flat Major, K. 333: I. Allegro	0.274	0.303	10	-21.59	1	0.0304	0.987	0.917	0.188	0.675	139.869	classical
12625	13240	Trio pour piano et violoncelle en Mi Bémol Majeur, D. 929, Op. 100: II. Andante con moto	0.305	0.0289	0	-22.509	0	0.0337	0.979	0.257	0.0881	0.088	95.851	classical
12626	2781	Check Yes Juliet	0.35	0.909	2	-4.204	1	0.0774	0.0024	0	0.163	0.319	166.866	punk
12627	4151	Willow Tree	0.456	0.886	8	-4.138	1	0.0534	0.000187	0	0.11	0.23	95.003	rock
12628	18970	Fvrs	0.524	0.499	5	-8.634	1	0.0609	0.417	0.0000682	0.125	0.363	104.644	romance
12629	2415	Je bois et puis je danse	0.684	0.736	9	-5.12	1	0.0458	0.0214	0.00184	0.0671	0.811	94.942	indie_alt
12630	15508	Feel the Same - EDX Dubai Skyline Remix Edit	0.876	0.741	11	-4.836	0	0.0435	0.31	0.0185	0.11	0.672	122.967	party
12631	1549	For Love (feat. klei)	0.82	0.633	9	-6.671	0	0.0636	0.0185	0.00000189	0.0928	0.239	99.993	indie_alt
12632	6961	Master Of Puppets	0.538	0.872	4	-7.658	0	0.0361	0.000608	0.573	0.0946	0.588	105.102	metal
12633	3141	Miss Madison	0.822	0.653	1	-5.495	1	0.112	0.21	0.000712	0.0433	0.684	88.957	funk
12634	13279	Computer Love	0.542	0.218	5	-16.545	1	0.0411	0.912	0.926	0.174	0.563	123.812	classical
12635	15678	Why Don't We Fall in Love	0.551	0.773	11	-6.578	0	0.101	0.0673	0.0000339	0.0511	0.634	90.003	party
12636	20009	Dying for You (feat. Alex Aris)	0.686	0.582	10	-6.088	1	0.0371	0.489	0.00000809	0.082	0.443	121.97	romance
12637	14762	Sirens	0.0879	0.0438	1	-27.919	1	0.0477	0.915	0.137	0.115	0.0293	85.631	classical
12638	3811	Mary Jane	0.537	0.82	11	-7.011	0	0.127	0.256	0.00000193	0.432	0.887	94.434	funk
12639	19476	Piano Quintet in A Minor, Op. 14: II. Andante sostenuto	0.166	0.0127	5	-29.865	1	0.0427	0.98	0.417	0.091	0.0533	72.154	romance
12640	18380	Porque Tu Te Vas	0.798	0.793	11	-5.704	0	0.0456	0.0522	0	0.325	0.665	103.989	latin
12641	15211	Light It Up (feat. Nyla & Fuse ODG) [Remix]	0.747	0.877	9	-3.782	0	0.0664	0.0375	0.000833	0.233	0.763	107.991	party
12642	6782	Black Supremacy	0.412	0.997	5	-4.912	0	0.102	0.0000199	0.349	0.263	0.0743	146.054	metal
12643	14109	"Cantiga No. 10, ""Rosa das rosas"": Por nos de dulta tirar (CSM 18)"	0.272	0.174	0	-18.137	1	0.0396	0.942	0.00000266	0.195	0.526	95.671	classical
12644	10057	You & I (feat. Margaret Glaspy)	0.472	0.342	4	-10.041	1	0.0378	0.266	0	0.0779	0.254	131.73	jazz
12645	3333	Keep It Hot - Edit	0.942	0.694	7	-7.844	1	0.127	0.148	0.00126	0.0329	0.632	104.692	funk
12646	7390	Härjaren	0.534	0.886	8	-6.591	1	0.0336	0.0000506	0.517	0.192	0.287	114.967	metal
12647	1265	My Muse	0.5	0.624	7	-5.027	1	0.0784	0.418	0	0.0756	0.181	107.956	indie_alt
12648	13164	Philosophy of Time Travel	0.337	0.127	0	-26.857	1	0.0473	0.994	0.881	0.105	0.0748	131.73	classical
12649	13502	The Light	0.174	0.142	5	-20.142	1	0.0356	0.884	0.642	0.104	0.0357	79.484	classical
12650	6589	Firehouse	0.509	0.578	9	-7.269	0	0.496	0.115	0.883	0.247	0.718	158.124	hiphop
12651	5028	Fade Into You	0.42	0.33	9	-13.925	1	0.0275	0.245	0.000679	0.0677	0.173	157.143	rock
12652	12630	Avril 14th (Arr. By Christian Badzura)	0.282	0.029	1	-25.082	1	0.0461	0.973	0.132	0.108	0.0896	144.359	classical
12653	15045	The Mack	0.709	0.889	0	-4.297	1	0.0663	0.0798	0	0.231	0.522	106.033	party
12654	11456	She's Royal	0.758	0.459	0	-5.947	0	0.109	0.00834	0	0.0742	0.817	78.097	reggae
12655	9837	Landmarks	0.384	0.13	8	-22.154	1	0.031	0.928	0.823	0.122	0.122	105.198	jazz
12656	4114	In Cold Blood	0.495	0.745	11	-5.475	0	0.035	0.142	0.000441	0.194	0.586	143.398	rock
12657	5220	Thrasher	0.43	0.679	9	-8.751	1	0.0358	0.0291	0.173	0.497	0.345	160.064	rock
12658	3261	Show Me Your Soul	0.672	0.906	2	-10.217	1	0.0592	0.011	0.0000546	0.0756	0.245	121.971	funk
12659	7331	Echo Chasers	0.524	0.996	6	-4.701	0	0.147	0.0000893	0.263	0.134	0.0601	125.023	metal
12660	2696	The Kids Aren't Alright	0.52	0.945	1	-4.197	1	0.0335	0.00599	0.0000497	0.0495	0.803	99.603	punk
12661	14548	String Quartet No. 1 in G Minor, Op. 27: II. Romanze: Andantino - Allegro agitato	0.221	0.0887	10	-24.362	1	0.0506	0.974	0.791	0.202	0.0548	89.498	classical
12662	4634	Don't Walk Away	0.596	0.804	4	-9.892	1	0.0332	0.083	0.000176	0.0681	0.512	113.336	rock
12663	18007	Quien Sabe	0.555	0.537	1	-7.394	0	0.0467	0.723	0.00000203	0.124	0.533	133.946	latin
12664	1322	When I'm Small	0.646	0.758	10	-4.34	1	0.0314	0.191	0.097	0.103	0.432	91.998	indie_alt
12665	16642	Conciencia	0.7	0.693	10	-6.878	1	0.0367	0.539	0.00000462	0.089	0.89	88.383	latin
12666	5169	Til Kingdom Come	0.503	0.596	3	-7.256	0	0.0306	0.0259	0.0000158	0.0956	0.146	115.018	rock
12667	7234	Blind Side	0.363	0.86	3	-6.766	0	0.1	0.0392	0.000587	0.0818	0.0703	160.061	metal
12668	20180	Won't You Come Over	0.734	0.394	7	-9.225	1	0.0494	0.053	0.0213	0.1	0.332	94.03	romance
12669	12237	Agnus Dei	0.0762	0.0415	4	-28.992	0	0.0416	0.991	0.971	0.117	0.038	80.126	classical
12670	4536	Everything You Want	0.637	0.759	3	-6.389	0	0.0305	0.0504	0	0.0642	0.722	93.898	rock
12671	11710	Put a Little Love	0.731	0.651	0	-8.755	1	0.0705	0.0117	0	0.052	0.627	77.866	reggae
12672	12425	Musica ricercata: Nr. 7	0.271	0.00954	10	-35.478	1	0.0357	0.985	0.66	0.0764	0.619	126.358	classical
12673	9978	I'm Old Fashioned - Enhanced CD Version;1997 - Remaster	0.501	0.131	0	-14.511	0	0.0347	0.958	0.797	0.0818	0.373	79.583	jazz
12674	6343	So Appalled	0.461	0.761	1	-5.785	0	0.332	0.25	0	0.681	0.588	87.318	hiphop
12675	6990	One Step Closer	0.492	0.969	9	-4.419	1	0.0491	0.0014	0.00000132	0.0787	0.534	95.136	metal
12676	10103	Lost In A Blue Note	0.433	0.12	10	-12.296	1	0.0406	0.891	0	0.104	0.174	100.317	jazz
12677	920	Yours	0.623	0.84	7	-3.944	0	0.0799	0.0473	0.0234	0.107	0.789	162.062	indie_alt
12678	13335	Serenity (O Magnum Mysterium)	0.147	0.0591	7	-26.783	1	0.054	0.992	0.926	0.0639	0.0277	85.382	classical
12679	573	Sussudio	0.736	0.838	0	-6.932	1	0.0725	0.0154	0.0608	0.0454	0.794	121.242	pop
12680	3420	Virtual Insanity	0.634	0.855	6	-9.174	1	0.0866	0.19	0.0000786	0.314	0.541	91.992	funk
12681	18729	Todavía Te Quiero	0.775	0.901	11	-2.875	0	0.191	0.0348	0	0.108	0.895	92.991	romance
12682	14853	Lament and Elegy: Death Hath Deprived Me	0.13	0.147	3	-20.789	0	0.0389	0.99	0.0407	0.112	0.0385	98.457	classical
12683	7039	Blurry	0.431	0.94	3	-4.462	0	0.0563	0.00916	0	0.142	0.48	157.477	metal
12684	6845	Demon Haunted World	0.109	0.661	10	-5.772	1	0.0437	0.0000322	0.87	0.178	0.125	78.161	metal
12685	13925	"Lienas: Salve Regina, a 4 (from ""Codex del Convento del Carmen"")"	0.184	0.0913	9	-23.481	0	0.0418	0.993	0.0027	0.141	0.0396	129.806	classical
12686	14073	Ten Pieces from Romeo & Juliet, Op. 75: VI. The Montagues and the Capulets	0.367	0.0965	9	-19.155	0	0.0511	0.976	0.924	0.117	0.144	79.447	classical
12687	14279	Nocturne No.1 in E Flat Major, H.24	0.321	0.0272	3	-25.066	1	0.037	0.993	0.919	0.0947	0.0634	74.69	classical
12688	2221	Mulder And Scully	0.512	0.813	6	-5.294	0	0.0428	0.0299	0	0.0765	0.584	108.798	indie_alt
12689	19728	It Was Love (Song By TAEIL)	0.293	0.437	10	-5.502	1	0.0334	0.538	0	0.131	0.292	170.042	romance
12690	17941	Ahora Soy de El	0.728	0.71	1	-3.426	1	0.0294	0.645	0.0000251	0.101	0.902	141.923	latin
12691	2833	Fireworks	0.299	0.977	5	-3.674	0	0.0856	0.0000815	0.0000118	0.26	0.0613	160.004	punk
12692	17966	La Marea	0.802	0.634	2	-9.371	0	0.169	0.334	0.198	0.0764	0.854	158.294	latin
12693	5003	We Got The Beat - Single Mix	0.596	0.949	1	-8.889	0	0.0356	0.0496	0.0231	0.0417	0.652	151.526	rock
12694	3268	Breaking Glass - 1999 Remastered Version	0.396	0.69	9	-12.996	1	0.0676	0.0113	0.56	0.29	0.867	189.173	funk
12695	6846	Mass	0.493	0.8	1	-8.875	1	0.0441	0.000184	0.313	0.277	0.293	113.998	metal
12696	19371	Farewell Warning	0.597	0.605	0	-7.455	1	0.0398	0.578	0.00000255	0.283	0.348	94.007	romance
12697	5748	#DropKickMan	0.898	0.725	2	-2.528	1	0.0636	0.0102	0	0.187	0.222	140.017	hiphop
12698	653	As You See	0.714	0.283	6	-16.735	1	0.247	0.333	0.00000357	0.118	0.904	108.769	pop
12699	11137	Con Alma	0.718	0.332	10	-13.213	0	0.0331	0.822	0.892	0.158	0.706	113.813	jazz
12700	15458	I Like	0.793	0.626	8	-4.496	1	0.183	0.0187	0	0.0998	0.755	95.975	party
12701	5402	Hallelujah	0.339	0.143	0	-10.78	1	0.0317	0.921	0.000636	0.372	0.0911	101.213	rock
12702	7090	The Solace System	0.407	0.956	5	-4.946	0	0.0833	0.0013	0.000474	0.076	0.276	152.107	metal
12703	18405	Consentida (feat. Jeanphi)	0.801	0.938	8	-4.717	0	0.155	0.155	0	0.322	0.838	110.017	latin
12704	3527	Ain't No Stoppin' Us Now	0.758	0.722	8	-6.713	1	0.0328	0.108	0.0688	0.0831	0.789	112.989	funk
12705	10965	Umpaloopah	0.803	0.247	0	-9.447	1	0.0907	0.374	0.846	0.119	0.711	76.639	jazz
12706	18095	Sígueme Bailando	0.747	0.889	4	-4.682	0	0.0502	0.0442	0.0000166	0.277	0.677	94.973	latin
12707	4485	Spirit In The Sky	0.601	0.643	2	-5.828	1	0.0314	0.112	0.00209	0.088	0.557	128.262	rock
12708	5667	Drowning (feat. Kodak Black)	0.839	0.81	5	-5.274	0	0.0567	0.501	0	0.117	0.807	129.014	hiphop
12709	9823	Where We Used To Live	0.421	0.0867	0	-18.732	1	0.037	0.871	0.429	0.115	0.0718	95.438	jazz
12710	67	Best Of Me	0.651	0.756	8	-4.388	1	0.0762	0.0298	0	0.396	0.473	121.96	pop
12711	10819	Whatever Lola Wants (Lola Gets)	0.68	0.151	10	-12.894	0	0.0654	0.97	0.00000124	0.12	0.324	119.286	jazz
12712	13566	Heartbreaker	0.286	0.242	1	-18.159	1	0.0398	0.98	0.866	0.0913	0.0444	140.481	classical
12713	17470	Granada - From Vicky Cristina Barcelona	0.471	0.0511	4	-26.125	1	0.0556	0.994	0.929	0.0692	0.155	114.862	latin
12714	3845	Saturn	0.563	0.734	5	-6.992	0	0.0291	0.0697	0.0406	0.158	0.839	131.84	funk
12715	15766	Ganas Locas	0.589	0.905	7	-4.639	0	0.0521	0.0386	0	0.0827	0.772	176.014	party
12716	8339	Unmerciful	0.282	0.996	1	-4.991	1	0.227	0.00298	0.0126	0.228	0.0395	124.959	metal
12717	922	Baseball	0.602	0.915	9	-3.62	1	0.0541	0.0034	0	0.0967	0.581	111.512	indie_alt
12718	10744	Goodbye Pork Pie Hat	0.356	0.0937	8	-16.64	0	0.0353	0.957	0.096	0.209	0.259	86.669	jazz
12719	166	Super Bass	0.727	0.866	11	-4.288	1	0.185	0.282	0.00000387	0.585	0.67	127.01	pop
12720	18574	El Carretero	0.75	0.722	9	-8.854	0	0.04	0.206	0.218	0.153	0.925	93.519	latin
12721	16927	Se Me Olvidó Otra Vez	0.448	0.214	9	-12.064	1	0.0459	0.769	0	0.132	0.345	168.545	latin
12722	6651	Dick Gregory / Mr. Medgar Evers	0.515	0.794	10	-16.603	0	0.891	0.898	0	0.656	0.0437	130.133	hiphop
12723	14381	Spem in Alium	0.15	0.168	10	-18.663	1	0.0407	0.981	0.495	0.0818	0.0704	137.863	classical
12724	16337	Reggaetón Lento (Remix) [CNCO & Little Mix]	0.527	0.907	4	-3.09	0	0.11	0.154	0	0.0993	0.664	93.813	latin
12725	14329	Pini di Roma, P. 141: I. I pini di Villa Borghese (The Pines of the Villa Borghese)	0.282	0.317	5	-18.784	1	0.0392	0.913	0.759	0.156	0.402	103.637	classical
12726	4601	Fade Into You	0.42	0.33	9	-13.925	1	0.0275	0.245	0.000679	0.0677	0.173	157.143	rock
12727	10741	Violets For Your Furs - 2007 - Remaster	0.5	0.122	3	-15.333	1	0.0412	0.975	0.0627	0.14	0.404	66.824	jazz
12728	13346	Concerto RV414 in sol maggiore: II. Largo	0.197	0.0331	4	-24.192	0	0.0426	0.942	0.886	0.109	0.177	139.745	classical
12729	2856	Cold Shoulder	0.355	0.916	0	-5.13	0	0.072	0.00299	0	0.866	0.387	177.924	punk
12730	12685	"Symphony No. 7, ""Angel of Light"": III. Come un sogno"	0.101	0.0292	1	-31.949	1	0.0426	0.308	0.87	0.112	0.0287	62.929	classical
12731	20700	Blood Thirsty Blues	0.556	0.117	0	-13.82	1	0.047	0.988	0.0213	0.373	0.544	93.599	blues
12732	4467	Blinded By The Light	0.498	0.831	4	-6.973	1	0.189	0.23	0	0.362	0.771	127.61	rock
12733	14955	One Life	0.642	0.961	7	-2.73	0	0.0355	0.207	0.00642	0.345	0.755	150.02	party
12734	6630	Ghetto Experiment (feat. Rich Andruws)	0.558	0.693	5	-7.262	0	0.194	0.476	0	0.133	0.672	117.047	hiphop
12735	9341	Real Good Man	0.56	0.827	2	-5.393	1	0.0266	0.00986	0.0000113	0.328	0.639	89.93	country
12736	19183	Naked	0.475	0.674	0	-6.541	0	0.0933	0.346	0.000363	0.148	0.294	109.137	romance
12737	8524	Beneath The Remains	0.31	0.998	9	-5.236	0	0.132	0.000087	0.00973	0.417	0.0397	118.933	metal
12738	9904	Imperfect Circumstances	0.379	0.589	5	-12.259	0	0.0334	0.524	0.597	0.823	0.534	131.284	jazz
12739	2741	Letters Home	0.511	0.974	9	-3.862	1	0.112	0.00204	0.0000229	0.323	0.363	135.077	punk
12740	5676	Passionfruit	0.804	0.459	11	-11.556	1	0.039	0.304	0.0862	0.11	0.372	111.963	hiphop
12741	12076	Pines Of Rome, P. 141: 4. The Pines Of The Appian Way	0.0922	0.194	11	-14.005	1	0.0445	0.724	0.894	0.107	0.0383	87.59	classical
12742	2382	Answer To	0.471	0.953	4	-5.818	1	0.0356	0.00711	0.000947	0.226	0.838	160.009	indie_alt
12743	15674	Maria Maria - Radio Mix	0.777	0.601	2	-5.931	1	0.126	0.0406	0.00201	0.0348	0.682	97.911	party
12744	4178	Heroin - Rock Edit	0.36	0.598	11	-8.217	1	0.0439	0.00897	0.00103	0.112	0.184	138.42	rock
12745	12436	Piano Sonata, Op.1	0.282	0.0901	4	-22.603	0	0.0416	0.992	0.897	0.13	0.0359	74.114	classical
12746	12789	The Gadfly Suite, Op. 97a: VIII. Romance: Allegro moderato - Andante con moto	0.0636	0.0344	1	-29.329	1	0.0503	0.918	0.484	0.0941	0.0352	65.937	classical
12747	16154	No Sé Nada de Ti	0.821	0.764	0	-4.616	1	0.0413	0.112	0	0.0937	0.461	95.035	latin
12748	17025	En Mi Guitarra	0.7	0.213	7	-11.375	1	0.0433	0.862	0	0.108	0.75	92.956	latin
12749	14057	The Nutcracker, Op. 71: Act I Tableau 2: Waltz of the Snowflakes	0.199	0.098	4	-21.308	0	0.0383	0.921	0.789	0.17	0.0622	83.071	classical
12750	367	Number 1	0.581	0.824	0	-3.912	0	0.0377	0.0105	0	0.483	0.748	114.912	pop
12751	2107	The Deepest Sighs, the Frankest Shadows	0.355	0.812	0	-5.861	1	0.0767	0.0565	0.00972	0.141	0.143	151.818	indie_alt
12752	692	The Big Heat	0.576	0.547	6	-14.466	0	0.0683	0.0454	0.0015	0.138	0.81	177.652	pop
12753	18702	Una y otra vez	0.42	0.481	4	-8.284	1	0.027	0.276	0.00000155	0.345	0.381	82.112	romance
12754	9767	Much Too Young (To Feel This Damn Old) - Recorded at Spotify Studios NYC	0.505	0.571	7	-10.782	1	0.0347	0.0492	0.00000388	0.0605	0.539	158.48	country
12755	5717	Mr Skeng	0.699	0.724	1	-5.126	1	0.223	0.102	0	0.0865	0.412	140.157	hiphop
12756	16085	Me Llueven	0.852	0.723	7	-3.833	1	0.078	0.242	0	0.647	0.64	122.009	latin
12757	15279	Hymn For The Weekend - Seeb Remix	0.565	0.849	0	-3.516	0	0.0517	0.00868	0.00000468	0.12	0.43	102.034	party
12758	1096	Marinade	0.677	0.74	2	-6.528	1	0.0243	0.242	0.0146	0.105	0.681	110.193	indie_alt
12759	6725	Cowboys From Hell	0.415	0.908	2	-9.701	1	0.0765	0.00437	0.0345	0.082	0.441	114.816	metal
12760	20639	Southern Can Is Mine	0.716	0.275	8	-12.336	1	0.191	0.989	0.018	0.12	0.87	109.757	blues
12761	15950	Beach Bodies	0.821	0.824	4	-7.396	0	0.0513	0.00181	0.00492	0.172	0.743	125.031	party
12762	16596	Pasos de cero	0.749	0.637	7	-6.924	1	0.0764	0.308	0	0.0878	0.793	99.951	latin
12763	204	Firework	0.638	0.832	8	-5.039	1	0.049	0.141	0	0.113	0.651	124.071	pop
12764	18638	Halo	0.508	0.72	11	-5.908	0	0.0628	0.272	0	0.0563	0.476	79.983	romance
12765	19710	Everyday	0.655	0.35	4	-7.677	1	0.0587	0.789	0	0.0907	0.202	133.856	romance
12766	4940	Good Golly Miss Molly	0.557	0.873	7	-9.129	1	0.0444	0.481	0.00021	0.395	0.965	166.189	rock
12767	10043	Light Bends (Live Session)	0.454	0.101	3	-16.4	1	0.0307	0.961	0.00176	0.122	0.221	144.15	jazz
12768	20753	Bad To The Bone	0.459	0.727	0	-11.777	1	0.0303	0.00614	0.065	0.384	0.952	149.229	blues
12769	1233	Far Side of the Moon	0.68	0.437	5	-6.752	1	0.0529	0.713	0	0.199	0.746	139.928	indie_alt
12770	15847	Danger	0.78	0.956	7	-2.343	1	0.123	0.164	0.0248	0.0601	0.548	103.044	party
