title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Tu No Metes Cabra,0.783,0.653,7,-1.964,Major,0.272,0.673,0.00316,0.12,0.427,91.964,latin
Pick Up The Pieces,0.768,0.853,10,-5.915,Minor,0.0427,0.0548,0.13,0.0188,0.887,107.234,funk
Ché Ché Colé,0.761,0.886,5,-4.87,Major,0.0398,0.376,0,0.0732,0.937,101.379,latin
Fire Alarm,0.499,0.938,6,-3.806,Minor,0.0606,0.000148,0.0204,0.302,0.479,145.047,rock
Temperature of Tears,0.37,0.413,9,-6.045,Major,0.0297,0.387,0,0.111,0.119,161.561,romance
Suck My Kiss,0.623,0.936,0,-9.955,Major,0.0528,0.000617,0.0000986,0.269,0.673,101.514,funk
Church Bells Blues,0.738,0.0878,9,-17.617,Major,0.0546,0.995,0.434,0.106,0.571,129.444,blues
We Never Change,0.434,0.286,6,-10.803,Minor,0.0296,0.533,0.000164,0.105,0.123,136.924,romance
Head Over Boots,0.557,0.676,7,-4.457,Major,0.027,0.0661,0,0.0871,0.662,108.016,country
Jail House Dub,0.857,0.485,7,-10.757,Minor,0.0637,0.0259,0.712,0.0858,0.485,134.416,reggae
Creep,0.532,0.344,7,-13.057,Major,0.035,0.00563,0.000473,0.115,0.119,91.834,rock
El Amante - Remix,0.803,0.767,8,-5.377,Major,0.0535,0.311,0,0.073,0.6,89.968,latin
Só Danço Samba,0.466,0.355,5,-11.33,Minor,0.0377,0.914,0.224,0.118,0.739,79.842,latin
In Pace,0.0893,0.0492,3,-28.614,Major,0.0434,0.991,0.947,0.111,0.0323,85.465,classical
"Piano Trio in A Major, Op. 264: II. Intermezzo: Moderato",0.23,0.0218,9,-23.934,Minor,0.0377,0.993,0.833,0.0779,0.0767,72.108,classical
Rulebreaker,0.499,0.899,9,-5.087,Major,0.0518,0.00000735,0.00514,0.168,0.712,138.02,metal
The Eagle Flies Alone - edit,0.492,0.982,5,-4.237,Major,0.0856,0.000894,0.205,0.118,0.14,136.004,metal
"Thomas: Act I: Soma, Soma … (Chorus, Thomas)",0.165,0.214,8,-21.288,Minor,0.0633,0.983,0.0443,0.29,0.0349,167.809,classical
Loco,0.497,0.914,6,-6.532,Major,0.0601,0.00178,0.00105,0.258,0.155,133.738,metal
Pass Out,0.693,0.891,1,-3.261,Major,0.296,0.0281,0,0.143,0.535,91.1,pop
Rose Lemonade,0.676,0.477,4,-7.85,Minor,0.254,0.128,0.0000222,0.132,0.27,84.973,hiphop
Heart Of Glass,0.694,0.577,4,-14.63,Major,0.0308,0.015,0.00836,0.0853,0.847,114.478,latin
Now That We Found Love,0.723,0.897,8,-7.914,Major,0.0777,0.0291,0,0.175,0.681,119.96,party
Guadamecí,0.458,0.793,11,-7.23,Major,0.0348,0.711,0.783,0.0829,0.785,121.159,latin
Chandelier,0.315,0.387,10,-5.713,Major,0.0321,0.527,0.423,0.161,0.312,174.342,classical
Come Through and Chill,0.452,0.591,1,-11.395,Major,0.0914,0.134,0.000603,0.115,0.514,85.699,latin
Rose Rouge,0.621,0.807,8,-8.963,Minor,0.0363,0.07,0.169,0.0737,0.549,118.028,jazz
Without You - Acoustic,0.624,0.0974,10,-13.821,Major,0.0362,0.987,0.00000946,0.1,0.226,114.099,pop
(Everybody Wanna Get Rich) Rite Away - 2006 Remastered Version,0.75,0.955,9,-7.338,Major,0.109,0.47,0.0361,0.073,0.964,99.339,funk
Zapateo,0.285,0.14,9,-26.053,Major,0.0435,0.986,0.896,0.128,0.293,153.694,classical
Baby,0.478,0.812,11,-5.709,Minor,0.423,0.369,0,0.278,0.759,89.041,hiphop
The Prophet,0.641,0.73,0,-6.877,Major,0.0307,0.000858,0.122,0.287,0.333,87.991,reggae
"Norma - Critical Edition by Maurizio Biondi and Riccardo Minasi / Act 1 Scene 1: ""Casta Diva""",0.206,0.0907,5,-20.521,Major,0.0499,0.992,0.273,0.0935,0.0374,174.2,classical
Ai Mi Morena - Chocolate Restyle,0.917,0.697,1,-6.861,Major,0.066,0.0175,0.14,0.0878,0.938,123.002,latin
To Stay,0.263,0.451,6,-13.212,Major,0.0404,0.105,0.951,0.105,0.0332,119.799,rock
"Piano Concerto in B-Flat Major, Op. 40, ""Military"": I. Allegro moderato",0.394,0.207,10,-18.797,Major,0.0357,0.979,0.905,0.0826,0.277,120.475,classical
Yemen,0.714,0.544,11,-7.047,Minor,0.418,0.257,0,0.197,0.921,82.841,latin
On Hold (Jamie xx Remix),0.759,0.909,0,-7.85,Minor,0.0373,0.302,0.842,0.0998,0.47,128.189,indie_alt
The Tree of Life,0.355,0.929,7,-4.417,Major,0.0745,0.0000095,0.768,0.269,0.103,179.942,metal
Hamabdil for Cello and Harp (Hebrew Melody),0.205,0.0243,7,-27.736,Minor,0.0455,0.967,0.604,0.0766,0.0984,129.591,classical
"Concerto for Cello and Orchestra in E Minor, Op. 85: III. Adagio",0.17,0.0411,10,-29.766,Major,0.0491,0.828,0.857,0.109,0.0329,102.018,classical
Clarinet Sonata in E-Flat Major: I. Adagio - Allegro moderato,0.269,0.115,10,-19.217,Major,0.0363,0.991,0.665,0.171,0.132,83.668,classical
broken,0.667,0.716,7,-5.693,Major,0.0478,0.00236,0.00000209,0.0421,0.45,122.976,rock
Number 1,0.581,0.824,0,-3.912,Minor,0.0377,0.0105,0,0.483,0.748,114.912,pop
"Porgy and Bess / Act 1: ""Summertime""",0.24,0.195,11,-18.034,Minor,0.0428,0.941,0.00303,0.112,0.163,83.406,classical
Chicago Falcon,0.584,0.949,11,-5.425,Minor,0.0515,0.00193,0.917,0.215,0.707,100.712,funk
"6 Humoresque-Bagatelles, Op. 11, FS 22: IV. Spraellemanden",0.49,0.0764,10,-21.642,Minor,0.11,0.993,0.92,0.0989,0.274,156.612,classical
U R,0.322,0.366,9,-5.479,Major,0.0329,0.792,0,0.119,0.328,135.946,romance
Dis Manibvs,0.226,0.826,5,-4.189,Major,0.0651,0.00000362,0.0795,0.128,0.215,119.663,metal
Am I Blue?,0.526,0.199,10,-17.249,Major,0.0354,0.896,0.0599,0.308,0.515,118.076,jazz
Otra Vez (feat. J Balvin),0.832,0.772,10,-5.429,Major,0.1,0.0559,0.000486,0.44,0.714,96.016,latin
Back Back,0.644,0.868,1,-5.442,Minor,0.335,0.111,0,0.465,0.656,173.865,hiphop
Wanna Be A Balla,0.87,0.608,10,-8.91,Minor,0.281,0.303,0,0.156,0.65,92.314,hiphop
Sunday Morning,0.589,0.785,4,-5.367,Major,0.0312,0.00906,0.0000182,0.127,0.776,157.109,punk
Invisible Enemy,0.182,0.975,6,-5.177,Major,0.263,0.0000109,0.0212,0.0969,0.0488,143.976,metal
3 Versiones sinfonicas: No. 1. Pavana,0.382,0.067,7,-26.33,Major,0.0374,0.886,0.86,0.0994,0.201,104.969,classical
Party Animal,0.721,0.867,0,-3.916,Major,0.0497,0.0246,0,0.221,0.823,101.006,pop
"Symphonic Scherzo, Op. 30, ""El festin de los enanos""",0.159,0.105,4,-20.687,Major,0.0423,0.964,0.741,0.313,0.0387,76.34,classical
One More Day,0.425,0.792,4,-3.457,Minor,0.0336,0.000194,0.00000141,0.286,0.271,91.979,metal
Openness,0.454,0.891,2,-5.101,Major,0.0621,0.00229,0.0135,0.468,0.764,169.869,blues
Africa,0.671,0.373,9,-18.064,Major,0.0323,0.257,0.0000795,0.0481,0.735,92.717,pop
Raise Your Horns,0.46,0.876,5,-5.39,Major,0.045,0.0000685,0.798,0.151,0.517,164.992,metal
lifesabitch,0.88,0.212,7,-10.15,Major,0.348,0.454,0.933,0.106,0.888,160.068,jazz
Too Young To Burn,0.792,0.447,10,-10.581,Major,0.0319,0.709,0.000234,0.198,0.809,110.152,indie_alt
"Pavane, Op. 50",0.124,0.0327,6,-27.207,Minor,0.0419,0.958,0.921,0.14,0.0471,68.543,classical
Round O ZT684 (from Abdelazer),0.292,0.202,0,-22.054,Minor,0.0328,0.878,0.0645,0.055,0.524,97.508,classical
"Compadres (From ""Compadres"")",0.757,0.705,4,-3.81,Minor,0.144,0.0535,0,0.0925,0.488,176.033,latin
When You Need Someone,0.649,0.537,2,-13.635,Major,0.0246,0.202,0.0000148,0.0494,0.469,102.834,rock
Cooler Than Me - Single Mix,0.751,0.818,7,-4.601,Minor,0.055,0.146,0,0.687,0.635,129.965,pop
Gene Takes a Drink,0.696,0.519,0,-10.602,Minor,0.0444,0.974,0.894,0.304,0.207,97.606,classical
Little One,0.474,0.351,7,-7.533,Major,0.0292,0.0122,0.00000735,0.112,0.108,139.827,indie_alt
200%,0.853,0.638,1,-4.911,Major,0.0536,0.379,0,0.27,0.873,102.06,romance
"Violin Concerto No.1 in G minor, Op.26: 1. Vorspiel (Allegro moderato)",0.154,0.0952,3,-21.534,Major,0.044,0.866,0.539,0.0852,0.055,72.495,classical
Aurora,0.389,0.632,11,-4.793,Major,0.0387,0.802,0,0.35,0.26,129.18,romance
Ace of Spades,0.317,0.981,6,-7.102,Major,0.174,0.00242,0.00677,0.0852,0.23,140.079,metal
Symphony No.5 in B flat major: 1. Introduction (Adagio) - Allegro (Mäßig),0.147,0.0927,1,-17.209,Major,0.038,0.942,0.839,0.334,0.0433,77.756,classical
"Jaana Ve (From ""Aksar 2"")",,,,,,,,,,,,romance
Simple Man,0.461,0.734,1,-9.379,Major,0.0374,0.00079,0.00554,0.22,0.41,120.55,rock
Fyrstens Land,0.167,0.89,9,-6.835,Minor,0.0906,0.00000149,0.157,0.0727,0.0306,124.977,metal
"Boogie Witcha, Baby",0.703,0.639,11,-13.269,Minor,0.0994,0.816,0.414,0.127,0.788,176.727,funk
"Un Bellakeo (feat. Alexio, Pusho & Juanka El Problematik)",0.9,0.79,5,-3.7,Minor,0.0772,0.297,0.00000824,0.158,0.962,88.001,latin
"Hommage a Mihaly Andras, ""12 Microludes for String Quartet"", Op. 13",0.124,0.00364,3,-29.66,Minor,0.0446,0.92,0.00876,0.507,0.0381,76.371,classical
Deep in a Dream,0.289,0.202,0,-11.788,Minor,0.032,0.844,0.00000332,0.158,0.0653,127.304,jazz
Jungle (Radio Edit),0.54,0.717,1,-5.548,Minor,0.03,0.183,0.00000107,0.0945,0.537,146.035,indie_alt
"Wachet aur, ruft uns die Stimme, BWV 140 (arr. G. Bantock)",0.168,0.112,3,-21.836,Major,0.0365,0.957,0.902,0.148,0.192,130.634,classical
Seek & Destroy,0.232,0.979,8,-3.821,Major,0.123,0.00133,0.00161,0.0719,0.254,191.019,punk
Little Talks,0.473,0.789,1,-5.171,Major,0.0336,0.0263,0,0.132,0.397,103.225,indie_alt
"Ready, Set",0.608,0.363,10,-12.979,Minor,0.0438,0.772,0.789,0.329,0.434,91.062,jazz
"Symphony No. 4 in C Minor, Op. 102: I. Largo - Allegro vivace",0.341,0.166,0,-19.252,Minor,0.037,0.962,0.898,0.0608,0.332,130.766,classical
River of Fire,0.442,0.895,4,-4.388,Major,0.101,0.0173,0.0000099,0.715,0.496,143.829,metal
Te Necesito,0.748,0.826,10,-3.051,Minor,0.0784,0.0475,0,0.455,0.977,175.974,latin
In Too Deep,0.566,0.835,9,-5.885,Major,0.0504,0.000192,0,0.0581,0.752,116.041,punk
Bodak Yellow,0.929,0.723,11,-5.792,Minor,0.109,0.0672,0,0.346,0.468,125.022,party
Vermin Funeral,0.441,0.974,7,-3.545,Major,0.0833,0.0000153,0.568,0.331,0.386,144.975,metal
"""Big Time Nashville Star"" - Live from Spotify Sxsw 2014 (feat. Esme Patterson)",0.439,0.776,4,-8.13,Major,0.103,0.328,0.000126,0.777,0.397,121.775,country
Vivo Pensando En Ti,0.797,0.777,0,-5.499,Major,0.0772,0.237,0,0.128,0.575,99.987,latin
I Didn't Know What Time It Was,0.653,0.165,7,-18.564,Minor,0.0452,0.661,0.0000103,0.203,0.449,107.513,jazz
¿Y Cómo Le Hago?,0.71,0.667,7,-3.702,Major,0.0381,0.679,0,0.137,0.963,148.026,latin
Theme From Mash,0.378,0.432,0,-20.726,Major,0.033,0.457,0.838,0.0832,0.645,153.712,funk
El Chisme (feat. J Alvarez & Kevin Roldan) - Remix,0.748,0.909,9,-3.5,Minor,0.0855,0.0748,0,0.629,0.838,93.01,latin
Carmen Suite No. 2: III. Nocturne,0.0665,0.0495,3,-28.199,Major,0.0455,0.926,0.762,0.0934,0.0366,66.142,classical
Lil Thing,0.713,0.755,7,-4.577,Major,0.151,0.262,0.000114,0.0947,0.606,155.939,indie_alt
Something In The Way You Move,0.497,0.907,1,-3.144,Minor,0.0398,0.0000814,0.00000303,0.405,0.452,108.99,punk
King Of The North,0.467,0.772,1,-5.654,Minor,0.239,0.0778,0.0000437,0.114,0.398,139.886,hiphop
Overboard,0.409,0.507,6,-11.072,Major,0.0513,0.00609,0.0254,0.106,0.075,192.121,indie_alt
Jack and Jill,0.693,0.659,4,-4.722,Major,0.0299,0.395,0.00485,0.133,0.526,106.247,funk
Dial Up,0.718,0.694,0,-4.783,Minor,0.173,0.328,0,0.149,0.405,139.013,hiphop
Ask Me Now,0.561,0.226,1,-14.393,Major,0.0462,0.749,0.00148,0.0944,0.177,117.226,jazz
Africa,0.422,0.445,9,-13.382,Minor,0.0394,0.461,0.166,0.0834,0.405,92.21,jazz
Modern Flame (feat. Yuna),0.617,0.524,5,-8.885,Minor,0.103,0.128,0.00438,0.362,0.225,142.046,indie_alt
Just A Girl,0.634,0.93,2,-2.793,Major,0.056,0.0944,0.000317,0.134,0.706,108.012,rock
Tearz,0.749,0.383,8,-8.466,Major,0.031,0.284,0.296,0.279,0.45,97.243,pop
Would You Ever,0.653,0.91,10,-3.36,Major,0.0566,0.0079,0,0.318,0.0861,126.047,party
Mango Tree,0.52,0.765,9,-8.277,Minor,0.311,0.758,0,0.295,0.334,91.872,hiphop
Cool Runnings,0.852,0.564,7,-6.409,Minor,0.181,0.0337,0,0.0546,0.756,73.241,reggae
Gone,0.757,0.231,0,-11.337,Major,0.422,0.561,0,0.113,0.129,129.736,hiphop
Act Like You Don't,0.55,0.774,11,-4.397,Major,0.0967,0.424,0,0.067,0.462,170.124,country
Don't Care Where,0.583,0.793,6,-9.017,Minor,0.0362,0.0923,0.0239,0.183,0.527,152.017,indie_alt
Happiest Man on Earth - Radio Edit,0.761,0.709,8,-6.976,Minor,0.0547,0.227,0.00000229,0.289,0.766,119.997,romance
Ora Pro Nobis Lucifer,0.105,0.986,1,-4.138,Major,0.108,0.0000151,0.000046,0.0746,0.0599,176.042,metal
MOVIE SHOOT (Feat. DPR LIVE),0.873,0.662,9,-4.492,Major,0.19,0.123,0,0.119,0.542,115.045,hiphop
Invisible Enemy,0.182,0.975,6,-5.177,Major,0.263,0.0000109,0.0212,0.0969,0.0488,143.976,metal
Incognito,0.782,0.38,5,-17.377,Major,0.0804,0.0158,0.756,0.0481,0.798,115.472,funk
Careful You,0.605,0.841,8,-5.752,Major,0.0356,0.00701,0.001,0.0761,0.419,160.018,indie_alt
Jungle Boogie,0.806,0.838,5,-8.717,Major,0.114,0.103,0.000171,0.315,0.71,107.898,funk
El Cantante,0.489,0.679,7,-4.899,Minor,0.0326,0.422,0.00000692,0.13,0.658,95.813,latin
Thank God It's Friday,0.727,0.476,1,-9.57,Minor,0.12,0.0263,0.000505,0.0892,0.534,96.08,party
11'-38',0.258,0.0372,5,-33.15,Major,0.0451,0.822,0.516,0.0941,0.0393,71.699,classical
After The Heartache,0.594,0.893,6,-4.478,Minor,0.0405,0.000144,0.000958,0.151,0.774,128.017,metal
Stairway To Heaven,0.0895,0.129,9,-20.681,Minor,0.0408,0.909,0.859,0.0623,0.0379,171.384,classical
Gyal You A Party Animal - Remix,0.733,0.884,0,-4.022,Major,0.0916,0.0695,0,0.363,0.737,101.12,latin
Si Una Vez - If I Once,0.516,0.732,5,-3.512,Major,0.0955,0.129,0,0.108,0.492,88.043,latin
Son Amores (That's Amore),0.504,0.186,5,-17.115,Major,0.0331,0.954,0.0307,0.106,0.343,147.005,latin
Harmonia artificioso-ariosa / Partia I: Sonata. Adagio - Presto - Adagio,0.298,0.188,1,-17.934,Minor,0.0376,0.853,0.319,0.0616,0.324,109.204,classical
Trinity Requiem: In paradisum,0.0857,0.095,8,-25.921,Major,0.0455,0.95,0.958,0.112,0.0384,81.92,classical
Judge Harsh Blues (Alternate Take),0.496,0.141,2,-13.497,Major,0.0436,0.989,0.0000134,0.157,0.371,110.707,blues
Bella y Sensual,0.635,0.713,11,-6.909,Major,0.0937,0.228,0,0.0506,0.749,179.864,latin
The Love That We Need,0.369,0.365,4,-9.869,Major,0.0451,0.708,0.0343,0.108,0.22,181.019,country
God Only Knows,0.658,0.125,8,-15.901,Major,0.0323,0.877,0,0.287,0.493,106.686,romance
"A Time for Us (From ""Romeo and Juliette"")",0.199,0.0927,7,-20.582,Minor,0.0465,0.897,0.724,0.192,0.0394,89.853,classical
Gasolina,0.857,0.801,0,-6.499,Major,0.0618,0.332,0.0000012,0.0789,0.74,96.009,latin
Computer God - Remastered Version,0.2,0.913,1,-5.65,Minor,0.116,0.0613,0.0089,0.137,0.154,177.826,metal
Most Girls,0.76,0.588,9,-7.082,Major,0.0775,0.0485,0,0.0847,0.384,102.974,latin
Circle,0.418,0.144,9,-18.829,Minor,0.033,0.852,0.0038,0.181,0.216,142.102,jazz
Walk on the Wild Side,0.564,0.262,0,-19.746,Major,0.105,0.652,0.000204,0.0896,0.383,104.5,indie_alt
The Departure,0.659,0.061,2,-30.094,Minor,0.14,0.996,0.956,0.0961,0.356,129.68,classical
Hail to the King,0.585,0.887,3,-5.086,Minor,0.0362,0.000376,0.0518,0.132,0.717,118.035,rock
"Impromptu-caprice, Op. 9",0.31,0.19,8,-19.485,Major,0.0469,0.975,0.85,0.108,0.08,92.94,classical
All Filled Up,0.552,0.398,5,-6.573,Major,0.0277,0.0936,0,0.198,0.669,171.947,country
Bebe (feat. Anuel AA),0.739,0.688,9,-10.246,Major,0.157,0.551,0.00118,0.101,0.586,169.829,latin
The Phantom Rickshaw,0.503,0.936,10,-4.512,Minor,0.0743,0.00103,0.00000807,0.218,0.276,101.99,metal
Ísafold,0.397,0.811,0,-5.94,Minor,0.0319,0.0689,0.17,0.113,0.465,122.676,metal
Daydream,,,,,,,,,,,,rock
Gayane: Gayane's Adagio,0.205,0.062,5,-24.265,Minor,0.0506,0.979,0.809,0.123,0.0373,118.193,classical
"Gradus ad Parnassum, Op. 44: No. 73. Suite of 6 Pieces: III. Canone: Allegretto",0.386,0.249,1,-21.814,Minor,0.0357,0.992,0.934,0.108,0.945,87.375,classical
Lennon / McCartney: Come together,0.522,0.294,7,-9.242,Major,0.0369,0.66,0.362,0.118,0.521,174.148,classical
Radio Punk,0.359,0.957,5,-5.45,Major,0.0582,0.0000122,0.0357,0.766,0.634,174.958,indie_alt
"Sexy Dancer - Original 12"" Version",0.743,0.73,2,-9.393,Major,0.0426,0.0554,0.00869,0.0809,0.685,116.424,funk
Canvas,0.0619,0.073,10,-24.622,Major,0.0478,0.985,0.875,0.0852,0.029,68.081,classical
Cologne,0.27,0.463,4,-13.774,Major,0.288,0.911,0.013,0.0835,0.0479,76.221,indie_alt
"Piano Concerto No. 1 in C Major, Op. 11, J. 98: II. Adagio",0.171,0.00784,8,-33.854,Major,0.0418,0.937,0.863,0.106,0.0354,95.449,classical
No Stylist,0.862,0.617,7,-6.16,Minor,0.17,0.0913,0.00346,0.108,0.236,149.935,hiphop
If I Can't Have You - 2007 Remastered Version Saturday Night Fever,0.606,0.848,11,-4.509,Major,0.0386,0.236,0,0.43,0.845,109.252,funk
Reclaim the Darkness,0.24,0.985,7,-2.854,Major,0.124,0.0000434,0.000231,0.0709,0.0809,119.95,metal
Pa Todo el Mundo,0.707,0.811,7,-3.995,Minor,0.107,0.079,0,0.213,0.824,104.964,latin
Future Lover,0.347,0.401,2,-6.898,Major,0.0404,0.458,0.000388,0.495,0.171,105.348,indie_alt
Space,0.662,0.811,6,-6.355,Major,0.311,0.131,0.0000041,0.678,0.62,152.741,hiphop
SUBEME LA RADIO REMIX,0.681,0.815,0,-3.851,Major,0.0904,0.0338,0,0.0679,0.631,91.006,latin
D'OM LE VRAI SENS: VI. A mon seul desir,0.132,0.0336,1,-24.898,Major,0.0384,0.655,0.898,0.0765,0.0297,88.378,classical
"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)",0.752,0.596,9,-6.558,Minor,0.136,0.268,0,0.149,0.226,134.02,latin
Shelter,0.276,0.796,0,-4.499,Major,0.0579,0.00293,0,0.184,0.274,199.526,party
Morning Star,0.393,0.913,8,-5.009,Major,0.0713,0.00683,0.00328,0.0547,0.625,78.157,blues
No Hay Distancia,0.598,0.711,1,-5.592,Major,0.026,0.0853,0,0.119,0.382,101.046,latin
Neuilly,0.649,0.525,10,-9.348,Major,0.04,0.582,0.00126,0.105,0.467,101.238,indie_alt
Linda Eh,0.816,0.915,7,-3.066,Major,0.0434,0.296,0.00687,0.235,0.962,125.205,latin
"Never Leave You (Uh Oooh, Uh Oooh)",0.799,0.647,6,-5.712,Major,0.376,0.0465,0.416,0.0756,0.82,199.93,reggae
A Spoonful Blues,0.558,0.335,11,-11.002,Major,0.0375,0.984,0.862,0.252,0.728,107.438,blues
Like So,0.802,0.946,11,-4.857,Minor,0.0612,0.00275,0.00000347,0.111,0.714,127.014,reggae
You and I,0.52,0.827,10,-7.225,Minor,0.0514,0.0412,0.0235,0.0999,0.396,101.99,indie_alt
Losing My Religion,0.667,0.877,9,-4.541,Minor,0.0291,0.122,0,0.124,0.806,125.416,rock
Por lo que yo te quiero,0.478,0.932,2,-4.556,Minor,0.0769,0.172,0,0.703,0.753,158.524,latin
"Vier Impromptus, op.90 D.899: Vier Impromptus, op.90 D.899: III. Andante mosso, G flat major",0.187,0.00914,6,-31.231,Major,0.0362,0.993,0.934,0.109,0.0381,67.144,romance
Partita (For Violin And Orchestra): 1. Allegro giusto,0.308,0.129,10,-22.057,Minor,0.0486,0.883,0.0643,0.0754,0.0917,89.459,classical
Nadie Se Muere,0.852,0.92,10,-2.899,Minor,0.108,0.337,0.0000872,0.245,0.896,129.676,latin
The Chairman Dances (Foxtrot for Orchestra),0.305,0.31,7,-19.617,Major,0.0355,0.908,0.695,0.0574,0.24,154.775,classical
1985,0.607,0.878,4,-4.422,Major,0.0665,0.000246,0,0.337,0.852,119.955,punk
Long Train Runnin' - Live,0.57,0.932,5,-6.669,Minor,0.0545,0.023,0.219,0.995,0.781,119.215,funk
"The Gift of Life: No. 2, The Tree of Life",0.1,0.0346,9,-27.761,Major,0.0495,0.986,0.00141,0.0483,0.0424,84.115,classical
Love Shack - Edit,0.701,0.792,7,-8.644,Minor,0.0549,0.142,0.00000128,0.764,0.891,133.451,indie_alt
La Agarro Bajando,0.811,0.763,1,-6.861,Major,0.0417,0.353,0.00000237,0.145,0.963,100.268,latin
"Ich steh mit einem Fuss im Grabe, BWV 156: Sinfonia",0.216,0.0222,4,-27.578,Major,0.0391,0.915,0.943,0.128,0.0746,60.834,classical
Threshold of Night,0.075,0.0123,10,-30.539,Major,0.0433,0.984,0.141,0.0852,0.0329,79.232,classical
Everybody Needs Love,0.534,0.623,5,-5.167,Minor,0.281,0.108,0.00000133,0.283,0.971,153.489,reggae
Highway Jones,0.611,0.675,11,-10.327,Major,0.0379,0.00279,0.00628,0.238,0.602,127.748,blues
BERMUDA TRIANGLE (feat. Crush & DEAN),0.469,0.819,3,-3.469,Minor,0.306,0.0592,0,0.178,0.34,89.013,hiphop
Eye Of The Storm,0.459,0.89,4,-3.55,Minor,0.0534,0.00376,0,0.143,0.213,136.027,metal
Vanquished Unto Thee,0.43,0.984,1,-3.28,Minor,0.162,0.000158,0.00977,0.496,0.0864,115.189,metal
Left for America,0.498,0.384,4,-10.752,Major,0.0976,0.818,0.000937,0.13,0.248,79.856,romance
Three Futures,0.533,0.291,7,-11.5,Major,0.036,0.233,0.204,0.0894,0.196,120.74,indie_alt
"Humoreske in B-Flat Major, Op. 20: Einfach -",0.263,0.0748,10,-24.015,Major,0.0427,0.993,0.91,0.0988,0.146,64.622,classical
Scrapple From The Apple,0.417,0.397,5,-11.683,Major,0.0558,0.982,0.804,0.185,0.754,201.162,jazz
From Where I'm Standing,0.597,0.685,3,-6.163,Major,0.0271,0.655,0.0000026,0.121,0.505,137.973,country
Canciones Castellanas,0.457,0.202,9,-19.049,Minor,0.0416,0.991,0.878,0.143,0.322,89.904,classical
Las Avispas,0.811,0.941,4,-3.068,Minor,0.0516,0.549,0.00000841,0.0574,0.96,130.083,latin
Hotel,0.413,0.621,7,-5.862,Major,0.0281,0.348,0.00000315,0.111,0.201,129.535,indie_alt
"Suite No.2 For 2 Pianos, Op.17: 4. Tarantella (Presto)",0.353,0.0919,1,-23.001,Major,0.0323,0.99,0.952,0.116,0.276,112.691,classical
Walk On Water,0.492,0.761,8,-7.041,Major,0.0363,0.000119,0,0.0934,0.395,139.98,rock
I Love It (feat. Charli XCX) - feat. Charli XCX,0.714,0.905,8,-2.663,Major,0.0289,0.00855,0.0000255,0.146,0.824,125.927,party
Alkyda (feat. Ceeza & Ichaba),0.726,0.682,8,-10.051,Minor,0.187,0.232,0,0.567,0.848,105.986,pop
#SELFIE,0.808,0.915,0,-3.277,Major,0.233,0.0136,0.00000903,0.0788,0.663,127.984,party
Who Saved Who,0.628,0.432,0,-10.047,Major,0.0303,0.126,0.00000847,0.0592,0.179,119.953,romance
Hallelujah,0.65,0.575,2,-4.491,Minor,0.0428,0.281,0,0.0584,0.762,101.93,reggae
Slow Forever,0.296,0.915,2,-5.469,Major,0.0613,0.0000176,0.629,0.228,0.312,117.289,metal
"Wein, Weib und Gesang! (Wine, Woman and Song!), Op. 333",0.286,0.0436,3,-22.429,Major,0.0422,0.959,0.374,0.102,0.216,182.569,romance
See You In Hell,0.194,0.689,2,-7.316,Major,0.0424,0.00000401,0.512,0.258,0.306,125.713,metal
Tú Me Elevas,0.668,0.841,10,-3.571,Major,0.0622,0.206,0,0.172,0.87,187.965,latin
1-800-273-8255,0.629,0.572,5,-7.733,Minor,0.0387,0.57,0,0.192,0.38,100.015,hiphop
Agua De Rosas,0.723,0.462,7,-6.422,Major,0.0536,0.314,0.0000704,0.127,0.683,88.053,latin
Vuelve,0.694,0.874,7,-3.805,Minor,0.0408,0.51,0.000194,0.194,0.871,97.511,latin
Lazy Eye,0.633,0.831,4,-5.053,Major,0.0461,0.0401,0.693,0.117,0.252,127.397,indie_alt
Me Muero Contigo,0.491,0.451,2,-9.704,Minor,0.026,0.582,0.00000258,0.312,0.386,77.031,romance
Caught In The Rain,0.41,0.888,2,-4.966,Major,0.0744,0.000506,0.0155,0.108,0.231,159.919,metal
Girl Like You,0.737,0.743,7,-6.662,Minor,0.0272,0.341,0.0273,0.241,0.601,124.003,country
Cantamos A Él,0.399,0.849,11,-6.36,Major,0.0406,0.00115,0.00000477,0.0878,0.13,155.978,latin
You Broke Up with Me,0.846,0.711,0,-7.939,Major,0.061,0.496,0,0.247,0.875,120.013,country
It Will Always Be My Fault,0.458,0.91,1,-2.621,Major,0.069,0.0000305,0.0429,0.131,0.18,94.989,metal
Episode 666,0.352,0.961,0,-3.245,Minor,0.0709,0.0000573,0.669,0.138,0.512,163.96,metal
Beautiful War - Col3man Remix,0.651,0.785,9,-7.346,Major,0.0846,0.0602,0.0000494,0.28,0.147,124.987,party
Shape Of My Heart,0.537,0.373,6,-10.081,Minor,0.0331,0.691,0.000915,0.083,0.243,83.936,romance
Shut Up and Let Me Go,0.852,0.927,7,-4.497,Major,0.0581,0.0109,0.00268,0.054,0.881,107.993,rock
On Dead Body Shore,0.381,0.973,11,-2.641,Minor,0.0952,0.0000111,0.511,0.235,0.0661,149.916,metal
